Name,Surah,Ayat,Arabic
Those Who Set The Ranks,37,22,ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ وَمَا كَانُواْ يَعْبُدُونَ
Those Who Set The Ranks,37,23,مِن دُونِ ٱللَّهِ فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ
Those Who Set The Ranks,37,24,وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ
Those Who Set The Ranks,37,25,مَا لَكُمْ لاَ تَنَاصَرُونَ
Those Who Set The Ranks,37,26,بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ
Those Who Set The Ranks,37,27,وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَآءَلُونَ
Those Who Set The Ranks,37,28,قَالُوۤاْ إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ
Those Who Set The Ranks,37,29,قَالُواْ بَلْ لَّمْ تَكُونُواْ مُؤْمِنِينَ
Those Who Set The Ranks,37,30,وَمَا كَانَ لَنَا عَلَيْكُمْ مِّن سُلْطَانٍ بَلْ كُنتُمْ قَوْماً طَاغِينَ
Those Who Set The Ranks,37,31,فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ إِنَّا لَذَآئِقُونَ
Those Who Set The Ranks,37,32,فَأَغْوَيْنَاكُمْ إِنَّا كُنَّا غَاوِينَ
Those Who Set The Ranks,37,33,فَإِنَّهُمْ يَوْمَئِذٍ فِي ٱلْعَذَابِ مُشْتَرِكُونَ
Those Who Set The Ranks,37,34,إِنَّا كَذَلِكَ نَفْعَلُ بِٱلْمُجْرِمِينَ
Those Who Set The Ranks,37,35,إِنَّهُمْ كَانُوۤاْ إِذَا قِيلَ لَهُمْ لاَ إِلَـٰهَ إِلاَّ ٱللَّهُ يَسْتَكْبِرُونَ
Those Who Set The Ranks,37,36,وَيَقُولُونَ أَئِنَّا لَتَارِكُوۤاْ آلِهَتِنَا لِشَاعِرٍ مَّجْنُونٍ
Those Who Set The Ranks,37,37,بَلْ جَآءَ بِٱلْحَقِّ وَصَدَّقَ ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,38,إِنَّكُمْ لَذَآئِقُو ٱلْعَذَابِ ٱلأَلِيمِ
Those Who Set The Ranks,37,39,وَمَا تُجْزَوْنَ إِلاَّ مَا كُنْتُمْ تَعْمَلُونَ
Those Who Set The Ranks,37,40,إِلاَّ عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ
Those Who Set The Ranks,37,41,أُوْلَئِكَ لَهُمْ رِزْقٌ مَّعْلُومٌ
Those Who Set The Ranks,37,42,فَوَاكِهُ وَهُم مُّكْرَمُونَ
Those Who Set The Ranks,37,43,فِي جَنَّاتِ ٱلنَّعِيمِ
Those Who Set The Ranks,37,44,عَلَىٰ سُرُرٍ مُّتَقَابِلِينَ
Those Who Set The Ranks,37,45,يُطَافُ عَلَيْهِمْ بِكَأْسٍ مِّن مَّعِينٍ
Those Who Set The Ranks,37,46,بَيْضَآءَ لَذَّةٍ لِّلشَّارِبِينَ
Those Who Set The Ranks,37,47,لاَ فِيهَا غَوْلٌ وَلاَ هُمْ عَنْهَا يُنزَفُونَ
Those Who Set The Ranks,37,48,وَعِندَهُمْ قَاصِرَاتُ ٱلطَّرْفِ عِينٌ
Those Who Set The Ranks,37,49,كَأَنَّهُنَّ بَيْضٌ مَّكْنُونٌ
Those Who Set The Ranks,37,50,فَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ يَتَسَآءَلُونَ
Those Who Set The Ranks,37,51,قَالَ قَآئِلٌ مِّنْهُمْ إِنِّي كَانَ لِي قَرِينٌ
Those Who Set The Ranks,37,52,يَقُولُ أَءِنَّكَ لَمِنَ ٱلْمُصَدِّقِينَ
Those Who Set The Ranks,37,53,أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَدِينُونَ
Those Who Set The Ranks,37,54,قَالَ هَلْ أَنتُمْ مُّطَّلِعُونَ
Those Who Set The Ranks,37,55,فَٱطَّلَعَ فَرَآهُ فِي سَوَآءِ ٱلْجَحِيمِ
Those Who Set The Ranks,37,56,قَالَ تَٱللَّهِ إِن كِدتَّ لَتُرْدِينِ
Those Who Set The Ranks,37,57,وَلَوْلاَ نِعْمَةُ رَبِّي لَكُنتُ مِنَ ٱلْمُحْضَرِينَ
Those Who Set The Ranks,37,58,أَفَمَا نَحْنُ بِمَيِّتِينَ
Those Who Set The Ranks,37,59,إِلاَّ مَوْتَتَنَا ٱلأُولَىٰ وَمَا نَحْنُ بِمُعَذَّبِينَ
Those Who Set The Ranks,37,60,إِنَّ هَـٰذَا لَهُوَ ٱلْفَوْزُ ٱلْعَظِيمُ
Those Who Set The Ranks,37,61,لِمِثْلِ هَـٰذَا فَلْيَعْمَلِ ٱلْعَامِلُونَ
Those Who Set The Ranks,37,62,أَذَلِكَ خَيْرٌ نُّزُلاً أَمْ شَجَرَةُ ٱلزَّقُّومِ
Those Who Set The Ranks,37,63,إِنَّا جَعَلْنَاهَا فِتْنَةً لِّلظَّالِمِينَ
Those Who Set The Ranks,37,64,إِنَّهَا شَجَرَةٌ تَخْرُجُ فِيۤ أَصْلِ ٱلْجَحِيمِ
Those Who Set The Ranks,37,65,طَلْعُهَا كَأَنَّهُ رُءُوسُ ٱلشَّيَاطِينِ
Those Who Set The Ranks,37,66,فَإِنَّهُمْ لآكِلُونَ مِنْهَا فَمَالِئُونَ مِنْهَا ٱلْبُطُونَ
Those Who Set The Ranks,37,67,ثُمَّ إِنَّ لَهُمْ عَلَيْهَا لَشَوْباً مِنْ حَمِيمٍ
Those Who Set The Ranks,37,68,ثُمَّ إِنَّ مَرْجِعَهُمْ لإِلَى ٱلْجَحِيمِ
Those Who Set The Ranks,37,69,إِنَّهُمْ أَلْفَوْاْ آبَآءَهُمْ ضَآلِّينَ
Those Who Set The Ranks,37,70,فَهُمْ عَلَىٰ آثَارِهِمْ يُهْرَعُونَ
Those Who Set The Ranks,37,71,وَلَقَدْ ضَلَّ قَبْلَهُمْ أَكْثَرُ ٱلأَوَّلِينَ
Those Who Set The Ranks,37,72,وَلَقَدْ أَرْسَلْنَا فِيهِمْ مُّنذِرِينَ
Those Who Set The Ranks,37,73,فَٱنظُرْ كَيْفَ كَانَ عَاقِبَةُ ٱلْمُنذَرِينَ
Those Who Set The Ranks,37,74,إِلاَّ عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ
Those Who Set The Ranks,37,75,وَلَقَدْ نَادَانَا نُوحٌ فَلَنِعْمَ ٱلْمُجِيبُونَ
Those Who Set The Ranks,37,76,وَنَجَّيْنَاهُ وَأَهْلَهُ مِنَ ٱلْكَرْبِ ٱلْعَظِيمِ
Those Who Set The Ranks,37,77,وَجَعَلْنَا ذُرِّيَّتَهُ هُمُ ٱلْبَاقِينَ
Those Who Set The Ranks,37,78,وَتَرَكْنَا عَلَيْهِ فِي ٱلآخِرِينَ
Those Who Set The Ranks,37,79,سَلاَمٌ عَلَىٰ نُوحٍ فِي ٱلْعَالَمِينَ
Those Who Set The Ranks,37,80,إِنَّا كَذَلِكَ نَجْزِي ٱلْمُحْسِنِينَ
Those Who Set The Ranks,37,81,إِنَّهُ مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ
Those Who Set The Ranks,37,82,ثُمَّ أَغْرَقْنَا ٱلآخَرِينَ
Those Who Set The Ranks,37,83,وَإِنَّ مِن شِيعَتِهِ لإِبْرَاهِيمَ
Those Who Set The Ranks,37,84,إِذْ جَآءَ رَبَّهُ بِقَلْبٍ سَلِيمٍ
Those Who Set The Ranks,37,85,إِذْ قَالَ لأَبِيهِ وَقَوْمِهِ مَاذَا تَعْبُدُونَ
Those Who Set The Ranks,37,86,أَإِفْكاً آلِهَةً دُونَ ٱللَّهِ تُرِيدُونَ
Those Who Set The Ranks,37,87,فَمَا ظَنُّكُم بِرَبِّ ٱلْعَالَمِينَ
Those Who Set The Ranks,37,88,فَنَظَرَ نَظْرَةً فِي ٱلنُّجُومِ
Those Who Set The Ranks,37,89,فَقَالَ إِنِّي سَقِيمٌ
Those Who Set The Ranks,37,90,فَتَوَلَّوْاْ عَنْهُ مُدْبِرِينَ
Those Who Set The Ranks,37,91,فَرَاغَ إِلَىٰ آلِهَتِهِمْ فَقَالَ أَلا تَأْكُلُونَ
Those Who Set The Ranks,37,92,مَا لَكُمْ لاَ تَنطِقُونَ
Those Who Set The Ranks,37,93,فَرَاغَ عَلَيْهِمْ ضَرْباً بِٱلْيَمِينِ
Those Who Set The Ranks,37,94,فَأَقْبَلُوۤاْ إِلَيْهِ يَزِفُّونَ
Those Who Set The Ranks,37,95,قَالَ أَتَعْبُدُونَ مَا تَنْحِتُونَ
Those Who Set The Ranks,37,96,وَٱللَّهُ خَلَقَكُمْ وَمَا تَعْمَلُونَ
Those Who Set The Ranks,37,97,قَالُواْ ٱبْنُواْ لَهُ بُنْيَاناً فَأَلْقُوهُ فِي ٱلْجَحِيمِ
Those Who Set The Ranks,37,98,فَأَرَادُواْ بِهِ كَيْداً فَجَعَلْنَاهُمُ ٱلأَسْفَلِينَ
Those Who Set The Ranks,37,99,وَقَالَ إِنِّي ذَاهِبٌ إِلَىٰ رَبِّي سَيَهْدِينِ
Those Who Set The Ranks,37,100,رَبِّ هَبْ لِي مِنَ ٱلصَّالِحِينَ
Those Who Set The Ranks,37,101,فَبَشَّرْنَاهُ بِغُلاَمٍ حَلِيمٍ
Those Who Set The Ranks,37,102,فَلَمَّا بَلَغَ مَعَهُ ٱلسَّعْيَ قَالَ يٰبُنَيَّ إِنِّيۤ أَرَىٰ فِي ٱلْمَنَامِ أَنِّي أَذْبَحُكَ فَٱنظُرْ مَاذَا تَرَىٰ قَالَ يٰأَبَتِ ٱفْعَلْ مَا تُؤمَرُ سَتَجِدُنِيۤ إِن شَآءَ ٱللَّهُ مِنَ ٱلصَّابِرِينَ
Those Who Set The Ranks,37,103,فَلَمَّا أَسْلَمَا وَتَلَّهُ لِلْجَبِينِ
Those Who Set The Ranks,37,104,وَنَادَيْنَاهُ أَن يٰإِبْرَاهِيمُ
Those Who Set The Ranks,37,105,قَدْ صَدَّقْتَ ٱلرُّؤْيَآ إِنَّا كَذَلِكَ نَجْزِي ٱلْمُحْسِنِينَ
Those Who Set The Ranks,37,106,إِنَّ هَـٰذَا لَهُوَ ٱلْبَلاَءُ ٱلْمُبِينُ
Those Who Set The Ranks,37,107,وَفَدَيْنَاهُ بِذِبْحٍ عَظِيمٍ
Those Who Set The Ranks,37,108,وَتَرَكْنَا عَلَيْهِ فِي ٱلآخِرِينَ
Those Who Set The Ranks,37,109,سَلاَمٌ عَلَىٰ إِبْرَاهِيمَ
Those Who Set The Ranks,37,110,كَذَلِكَ نَجْزِي ٱلْمُحْسِنِينَ
Those Who Set The Ranks,37,111,إِنَّهُ مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ
Those Who Set The Ranks,37,112,وَبَشَّرْنَاهُ بِإِسْحَاقَ نَبِيّاً مِّنَ ٱلصَّالِحِينَ
Those Who Set The Ranks,37,113,وَبَارَكْنَا عَلَيْهِ وَعَلَىٰ إِسْحَاقَ وَمِن ذُرِّيَّتِهِمَا مُحْسِنٌ وَظَالِمٌ لِّنَفْسِهِ مُبِينٌ
Those Who Set The Ranks,37,114,وَلَقَدْ مَنَنَّا عَلَىٰ مُوسَىٰ وَهَارُونَ
Those Who Set The Ranks,37,115,وَنَجَّيْنَاهُمَا وَقَوْمَهُمَا مِنَ ٱلْكَرْبِ ٱلْعَظِيمِ
Those Who Set The Ranks,37,116,وَنَصَرْنَاهُمْ فَكَانُواْ هُمُ ٱلْغَٰلِبِينَ
Those Who Set The Ranks,37,117,وَآتَيْنَاهُمَا ٱلْكِتَابَ ٱلْمُسْتَبِينَ
Those Who Set The Ranks,37,118,وَهَدَيْنَاهُمَا ٱلصِّرَاطَ ٱلْمُسْتَقِيمَ
Those Who Set The Ranks,37,119,وَتَرَكْنَا عَلَيْهِمَا فِي ٱلآخِرِينَ
Those Who Set The Ranks,37,120,سَلاَمٌ عَلَىٰ مُوسَىٰ وَهَارُونَ
Those Who Set The Ranks,37,121,إِنَّا كَذَلِكَ نَجْزِي ٱلْمُحْسِنِينَ
Those Who Set The Ranks,37,122,إِنَّهُمَا مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ
Those Who Set The Ranks,37,123,وَإِنَّ إِلْيَاسَ لَمِنَ ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,124,إِذْ قَالَ لِقَوْمِهِ أَلاَ تَتَّقُونَ
Those Who Set The Ranks,37,125,أَتَدْعُونَ بَعْلاً وَتَذَرُونَ أَحْسَنَ ٱلْخَالِقِينَ
Those Who Set The Ranks,37,126,ٱللَّهَ رَبَّكُمْ وَرَبَّ آبَآئِكُمُ ٱلأَوَّلِينَ
Those Who Set The Ranks,37,127,فَكَذَّبُوهُ فَإِنَّهُمْ لَمُحْضَرُونَ
Those Who Set The Ranks,37,128,إِلاَّ عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ
Those Who Set The Ranks,37,129,وَتَرَكْنَا عَلَيْهِ فِي ٱلآخِرِينَ
Those Who Set The Ranks,37,130,سَلاَمٌ عَلَىٰ إِلْ يَاسِينَ
Those Who Set The Ranks,37,131,إِنَّا كَذَلِكَ نَجْزِي ٱلْمُحْسِنِينَ
Those Who Set The Ranks,37,132,إِنَّهُ مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ
Those Who Set The Ranks,37,133,وَإِنَّ لُوطاً لَّمِنَ ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,134,إِذْ نَجَّيْنَاهُ وَأَهْلَهُ أَجْمَعِينَ
Those Who Set The Ranks,37,135,إِلاَّ عَجُوزاً فِي ٱلْغَابِرِينَ
Those Who Set The Ranks,37,136,ثُمَّ دَمَّرْنَا ٱلآخَرِينَ
Those Who Set The Ranks,37,137,وَإِنَّكُمْ لَّتَمُرُّونَ عَلَيْهِمْ مُّصْبِحِينَ
Those Who Set The Ranks,37,138,وَبِٱلَّيلِ أَفَلاَ تَعْقِلُونَ
Those Who Set The Ranks,37,139,وَإِنَّ يُونُسَ لَمِنَ ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,140,إِذْ أَبَقَ إِلَى ٱلْفُلْكِ ٱلْمَشْحُونِ
Those Who Set The Ranks,37,141,فَسَاهَمَ فَكَانَ مِنَ ٱلْمُدْحَضِينَ
Those Who Set The Ranks,37,142,فَٱلْتَقَمَهُ ٱلْحُوتُ وَهُوَ مُلِيمٌ
Those Who Set The Ranks,37,143,فَلَوْلاَ أَنَّهُ كَانَ مِنَ ٱلْمُسَبِّحِينَ
Those Who Set The Ranks,37,144,لَلَبِثَ فِي بَطْنِهِ إِلَىٰ يَوْمِ يُبْعَثُونَ
Those Who Set The Ranks,37,145,فَنَبَذْنَاهُ بِٱلْعَرَآءِ وَهُوَ سَقِيمٌ
Those Who Set The Ranks,37,146,وَأَنبَتْنَا عَلَيْهِ شَجَرَةً مِّن يَقْطِينٍ
Those Who Set The Ranks,37,147,وَأَرْسَلْنَاهُ إِلَىٰ مِئَةِ أَلْفٍ أَوْ يَزِيدُونَ
Those Who Set The Ranks,37,148,فَآمَنُواْ فَمَتَّعْنَاهُمْ إِلَىٰ حِينٍ
Those Who Set The Ranks,37,149,فَٱسْتَفْتِهِمْ أَلِرَبِّكَ ٱلْبَنَاتُ وَلَهُمُ ٱلْبَنُونَ
Those Who Set The Ranks,37,150,أَمْ خَلَقْنَا ٱلْمَلاَئِكَةَ إِنَاثاً وَهُمْ شَاهِدُونَ
Those Who Set The Ranks,37,151,أَلاَ إِنَّهُم مِّنْ إِفْكِهِمْ لَيَقُولُونَ
Those Who Set The Ranks,37,152,وَلَدَ ٱللَّهُ وَإِنَّهُمْ لَكَاذِبُونَ
Those Who Set The Ranks,37,153,أَصْطَفَى ٱلْبَنَاتِ عَلَىٰ ٱلْبَنِينَ
Those Who Set The Ranks,37,154,مَا لَكُمْ كَيْفَ تَحْكُمُونَ
Those Who Set The Ranks,37,155,أَفَلاَ تَذَكَّرُونَ
Those Who Set The Ranks,37,156,أَمْ لَكُمْ سُلْطَانٌ مُّبِينٌ
Those Who Set The Ranks,37,157,فَأْتُواْ بِكِتَابِكُمْ إِن كُنتُمْ صَادِقِينَ
Those Who Set The Ranks,37,158,وَجَعَلُواْ بَيْنَهُ وَبَيْنَ ٱلْجِنَّةِ نَسَباً وَلَقَدْ عَلِمَتِ ٱلجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ
Those Who Set The Ranks,37,159,سُبْحَانَ ٱللَّهِ عَمَّا يَصِفُونَ
Those Who Set The Ranks,37,160,إِلاَّ عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ
Those Who Set The Ranks,37,161,فَإِنَّكُمْ وَمَا تَعْبُدُونَ
Those Who Set The Ranks,37,162,مَآ أَنتُمْ عَلَيْهِ بِفَاتِنِينَ
Those Who Set The Ranks,37,163,إِلاَّ مَنْ هُوَ صَالِ ٱلْجَحِيمِ
Those Who Set The Ranks,37,164,وَمَا مِنَّآ إِلاَّ لَهُ مَقَامٌ مَّعْلُومٌ
Those Who Set The Ranks,37,165,وَإِنَّا لَنَحْنُ ٱلصَّآفُّونَ
Those Who Set The Ranks,37,166,وَإِنَّا لَنَحْنُ ٱلْمُسَبِّحُونَ
Those Who Set The Ranks,37,167,وَإِن كَانُواْ لَيَقُولُونَ
Those Who Set The Ranks,37,168,لَوْ أَنَّ عِندَنَا ذِكْراً مِّنَ ٱلأَوَّلِينَ
Those Who Set The Ranks,37,169,لَكُنَّا عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ
Those Who Set The Ranks,37,170,فَكَفَرُواْ بِهِ فَسَوْفَ يَعْلَمُونَ
Those Who Set The Ranks,37,171,وَلَقَدْ سَبَقَتْ كَلِمَتُنَا لِعِبَادِنَا ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,172,إِنَّهُمْ لَهُمُ ٱلْمَنصُورُونَ
Those Who Set The Ranks,37,173,وَإِنَّ جُندَنَا لَهُمُ ٱلْغَالِبُونَ
Those Who Set The Ranks,37,174,فَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ
Those Who Set The Ranks,37,175,وَأَبْصِرْهُمْ فَسَوْفَ يُبْصِرُونَ
Those Who Set The Ranks,37,176,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ
Those Who Set The Ranks,37,177,فَإِذَا نَزَلَ بِسَاحَتِهِمْ فَسَآءَ صَبَاحُ ٱلْمُنْذَرِينَ
Those Who Set The Ranks,37,178,وَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ
Those Who Set The Ranks,37,179,وَأَبْصِرْ فَسَوْفَ يُبْصِرُونَ
Those Who Set The Ranks,37,180,سُبْحَانَ رَبِّكَ رَبِّ ٱلْعِزَّةِ عَمَّا يَصِفُونَ
Those Who Set The Ranks,37,181,وَسَلاَمٌ عَلَىٰ ٱلْمُرْسَلِينَ
Those Who Set The Ranks,37,182,وَٱلْحَمْدُ للَّهِ رَبِّ ٱلْعَالَمِينَ
Sâd,38,1,صۤ وَٱلْقُرْآنِ ذِي ٱلذِّكْرِ
Sâd,38,2,بَلِ ٱلَّذِينَ كَفَرُواْ فِي عِزَّةٍ وَشِقَاقٍ
Sâd,38,3,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ فَنَادَواْ وَّلاَتَ حِينَ مَنَاصٍ
Sâd,38,4,وَعَجِبُوۤاْ أَن جَآءَهُم مٌّنذِرٌ مِّنْهُمْ وَقَالَ ٱلْكَافِرُونَ هَـٰذَا سَاحِرٌ كَذَّابٌ
Sâd,38,5,أَجَعَلَ ٱلآلِهَةَ إِلَـٰهاً وَاحِداً إِنَّ هَـٰذَا لَشَيْءٌ عُجَابٌ
Sâd,38,6,وَٱنطَلَقَ ٱلْمَلأُ مِنْهُمْ أَنِ ٱمْشُواْ وَاْصْبِرُواْ عَلَىٰ آلِهَتِكُمْ إِنَّ هَـٰذَا لَشَيْءٌ يُرَادُ
Sâd,38,7,مَا سَمِعْنَا بِهَـٰذَا فِى ٱلْمِلَّةِ ٱلآخِرَةِ إِنْ هَـٰذَا إِلاَّ ٱخْتِلاَقٌ
Sâd,38,8,أَءُنزِلَ عَلَيْهِ ٱلذِّكْرُ مِن بَيْنِنَا بَلْ هُمْ فَي شَكٍّ مِّن ذِكْرِي بَل لَّمَّا يَذُوقُواْ عَذَابِ
Sâd,38,9,أَمْ عِندَهُمْ خَزَآئِنُ رَحْمَةِ رَبِّكَ ٱلْعَزِيزِ ٱلْوَهَّابِ
Sâd,38,10,أَمْ لَهُم مُّلْكُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَمَا بَيْنَهُمَا فَلْيَرْتَقُواْ فِى ٱلأَسْبَابِ
Sâd,38,11,جُندٌ مَّا هُنَالِكَ مَهْزُومٌ مِّن ٱلأَحَزَابِ
Sâd,38,12,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وفِرْعَوْنُ ذُو ٱلأَوْتَادِ
Sâd,38,13,وَثَمُودُ وَقَوْمُ لُوطٍ وَأَصْحَابُ لْئَيْكَةِ أُوْلَـٰئِكَ ٱلأَحْزَابُ
Sâd,38,14,إِن كُلٌّ إِلاَّ كَذَّبَ ٱلرُّسُلَ فَحَقَّ عِقَابِ
Sâd,38,15,وَمَا يَنظُرُ هَـٰؤُلآءِ إِلاَّ صَيْحَةً واحِدَةً مَّا لَهَا مِن فَوَاقٍ
Sâd,38,16,وَقَالُواْ رَبَّنَا عَجِّل لَّنَا قِطَّنَا قَبْلَ يَوْمِ ٱلْحِسَابِ
Sâd,38,17,ٱصْبِر عَلَىٰ مَا يَقُولُونَ وَٱذْكُرْ عَبْدَنَا دَاوُودَ ذَا ٱلأَيْدِ إِنَّهُ أَوَّابٌ
Sâd,38,18,إِنَّا سَخَّرْنَا ٱلجِبَالَ مَعَهُ يُسَبِّحْنَ بِٱلْعَشِيِّ وَٱلإِشْرَاقِ
Sâd,38,19,وَٱلطَّيْرَ مَحْشُورَةً كُلٌّ لَّهُ أَوَّابٌ
Sâd,38,20,وَشَدَدْنَا مُلْكَهُ وَآتَيْنَاهُ ٱلْحِكْمَةَ وَفَصْلَ ٱلْخِطَابِ
Sâd,38,21,وَهَلْ أَتَاكَ نَبَؤُاْ ٱلْخَصْمِ إِذْ تَسَوَّرُواْ ٱلْمِحْرَابَ
Sâd,38,22,إِذْ دَخَلُواْ عَلَىٰ دَاوُودَ فَفَزِعَ مِنْهُمْ قَالُواْ لاَ تَخَفْ خَصْمَانِ بَغَىٰ بَعْضُنَا عَلَىٰ بَعْضٍ فَٱحْكُمْ بَيْنَنَا بِٱلْحَقِّ وَلاَ تُشْطِطْ وَٱهْدِنَآ إِلَىٰ سَوَآءِ ٱلصِّرَاطِ
Sâd,38,23,إِنَّ هَذَآ أَخِي لَهُ تِسْعٌ وَتِسْعُونَ نَعْجَةً وَلِي نَعْجَةٌ وَاحِدَةٌ فَقَالَ أَكْفِلْنِيهَا وَعَزَّنِي فِي ٱلْخِطَابِ
Sâd,38,24,قَالَ لَقَدْ ظَلَمَكَ بِسُؤَالِ نَعْجَتِكَ إِلَىٰ نِعَاجِهِ وَإِنَّ كَثِيراً مِّنَ ٱلْخُلَطَآءِ لَيَبْغِيۤ بَعْضُهُمْ عَلَىٰ بَعْضٍ إِلاَّ ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ وَقَلِيلٌ مَّا هُمْ وَظَنَّ دَاوُودُ أَنَّمَا فَتَنَّاهُ فَٱسْتَغْفَرَ رَبَّهُ وَخَرَّ رَاكِعاً وَأَنَابَ
Sâd,38,25,فَغَفَرْنَا لَهُ ذَلِكَ وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَـآبٍ
Sâd,38,26,يٰدَاوُودُ إِنَّا جَعَلْنَاكَ خَلِيفَةً فِي ٱلأَرْضِ فَٱحْكُمْ بَيْنَ ٱلنَّاسِ بِٱلْحَقِّ وَلاَ تَتَّبِعِ ٱلْهَوَىٰ فَيُضِلَّكَ عَن سَبِيلِ ٱللَّهِ إِنَّ ٱلَّذِينَ يَضِلُّونَ عَن سَبِيلِ ٱللَّهِ لَهُمْ عَذَابٌ شَدِيدُ بِمَا نَسُواْ يَوْمَ ٱلْحِسَابِ
Sâd,38,27,وَمَا خَلَقْنَا ٱلسَّمَآءَ وَٱلأَرْضَ وَمَا بَيْنَهُمَا بَاطِلاً ذَلِكَ ظَنُّ ٱلَّذِينَ كَفَرُواْ فَوَيْلٌ لِّلَّذِينَ كَفَرُواْ مِنَ ٱلنَّارِ
Sâd,38,28,أَمْ نَجْعَلُ ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ كَٱلْمُفْسِدِينَ فِي ٱلأَرْضِ أَمْ نَجْعَلُ ٱلْمُتَّقِينَ كَٱلْفُجَّارِ
Sâd,38,29,كِتَابٌ أَنزَلْنَاهُ إِلَيْكَ مُبَارَكٌ لِّيَدَّبَّرُوۤاْ آيَاتِهِ وَلِيَتَذَكَّرَ أُوْلُواْ ٱلأَلْبَابِ
Sâd,38,30,وَوَهَبْنَا لِدَاوُودَ سُلَيْمَانَ نِعْمَ ٱلْعَبْدُ إِنَّهُ أَوَّابٌ
Sâd,38,31,إِذْ عُرِضَ عَلَيْهِ بِٱلْعَشِيِّ ٱلصَّافِنَاتُ ٱلْجِيَادُ
Sâd,38,32,فَقَالَ إِنِّيۤ أَحْبَبْتُ حُبَّ ٱلْخَيْرِ عَن ذِكْرِ رَبِّي حَتَّىٰ تَوَارَتْ بِٱلْحِجَابِ
Sâd,38,33,رُدُّوهَا عَلَيَّ فَطَفِقَ مَسْحاً بِٱلسُّوقِ وَٱلأَعْنَاقِ
Sâd,38,34,وَلَقَدْ فَتَنَّا سُلَيْمَانَ وَأَلْقَيْنَا عَلَىٰ كُرْسِيِّهِ جَسَداً ثُمَّ أَنَابَ
Sâd,38,35,قَالَ رَبِّ ٱغْفِرْ لِي وَهَبْ لِي مُلْكاً لاَّ يَنبَغِي لأَحَدٍ مِّن بَعْدِيۤ إِنَّكَ أَنتَ ٱلْوَهَّابُ
Sâd,38,36,فَسَخَّرْنَا لَهُ ٱلرِّيحَ تَجْرِي بِأَمْرِهِ رُخَآءً حَيْثُ أَصَابَ
Sâd,38,37,وَٱلشَّيَاطِينَ كُلَّ بَنَّآءٍ وَغَوَّاصٍ
Sâd,38,38,وَآخَرِينَ مُقَرَّنِينَ فِي ٱلأَصْفَادِ
Sâd,38,39,هَـٰذَا عَطَآؤُنَا فَٱمْنُنْ أَوْ أَمْسِكْ بِغَيْرِ حِسَابٍ
Sâd,38,40,وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَآبٍ
Sâd,38,41,وَٱذْكُرْ عَبْدَنَآ أَيُّوبَ إِذْ نَادَىٰ رَبَّهُ أَنِّي مَسَّنِيَ ٱلشَّيْطَانُ بِنُصْبٍ وَعَذَابٍ
Sâd,38,42,ٱرْكُضْ بِرِجْلِكَ هَـٰذَا مُغْتَسَلٌ بَارِدٌ وَشَرَابٌ
Sâd,38,43,وَوَهَبْنَا لَهُ أَهْلَهُ وَمِثْلَهُمْ مَّعَهُمْ رَحْمَةً مِّنَّا وَذِكْرَىٰ لأُوْلِي ٱلأَلْبَابِ
